,car,price,body,mileage,engV,engType,registration,year,model,drive
5562,Volkswagen,10000.0,van,283,2.5,Diesel,yes,2005,T5 (Transporter) ïàññ.,front
5563,BMW,0.0,sedan,65,2.0,Petrol,yes,2012,320,rear
5564,Nissan,3000.0,hatch,500,2.0,Petrol,yes,1991,Primera,front
5565,Lexus,4400.0,crossover,215,3.0,Gas,no,2000,RX 300,full
5566,Renault,7600.0,sedan,97,1.6,Petrol,yes,2008,Megane,front
5567,GAZ,6500.0,sedan,80,,Other,yes,1979,24,
5568,Volkswagen,14700.0,sedan,97,1.4,Gas,yes,2012,Passat B7,front
5569,Renault,7150.0,vagon,1,1.5,Diesel,yes,2005,Megane,front
5570,BMW,45000.0,crossover,80,3.0,Petrol,yes,2011,X6,full
5571,Toyota,9800.0,sedan,178,1.8,Petrol,yes,2007,Avensis,front
5572,Nissan,3330.0,crossover,350,3.3,Gas,no,2000,Pathfinder,full
5573,Skoda,12226.5,crossover,83,1.2,Petrol,yes,2012,Yeti,front
5574,VAZ,3800.0,sedan,1,1.6,Petrol,yes,2008,2115,front
5575,Mercedes-Benz,11000.0,crossover,148,3.2,Petrol,yes,2001,ML 320,full
5576,Opel,2500.0,vagon,400,1.4,Petrol,yes,1991,Kadett,front
5577,Fiat,9800.0,van,185,2.0,Diesel,yes,2009,Scudo ïàññ.,front
5578,Volkswagen,1900.0,sedan,297,1.6,Petrol,yes,1987,Jetta,front
5579,BMW,28000.0,sedan,127,2.5,Petrol,yes,2010,523,rear
5580,Renault,0.0,vagon,180,1.5,Diesel,yes,2011,Megane,front
5581,Daewoo,4500.0,sedan,27,1.3,Petrol,yes,2005,Sens,front
5582,VAZ,1800.0,hatch,80,1.5,Gas,yes,1997,2109,front
5583,Skoda,0.0,vagon,106,1.6,Diesel,yes,2011,Octavia A5,front
5584,Honda,25000.0,crossover,20,2.0,Petrol,yes,2012,CR-V,full
5585,Volkswagen,65000.0,crossover,24,,Other,yes,2015,Touareg,
5586,Volkswagen,6500.0,sedan,74,2.0,Petrol,no,2011,Jetta,front
5587,Nissan,17000.0,hatch,25,,Other,yes,2014,Leaf,front
5588,Nissan,15300.0,hatch,33,,Other,yes,2014,Leaf,front
5589,Subaru,15590.0,crossover,115,3.6,Petrol,yes,2008,Tribeca,full
5590,Kia,5000.0,sedan,220,2.0,Petrol,yes,2002,Magentis,front
5591,Lifan,4300.0,hatch,76,1.3,Petrol,yes,2013,320,
5592,Volkswagen,11000.0,van,282,2.5,Diesel,yes,2006,T5 (Transporter) ïàññ.,front
5593,Toyota,10100.0,other,83,1.6,Other,yes,2008,Corolla,front
5594,Audi,3500.0,vagon,250,2.5,Diesel,no,1998,A6,front
5595,Kia,23500.0,crossover,125,2.2,Diesel,yes,2012,Sorento,full
5596,Ford,10800.0,hatch,86,1.4,Gas,yes,2011,Fiesta,front
5597,Ford,9200.0,hatch,122,1.8,Diesel,yes,2008,Focus,front
5598,Renault,8800.0,van,250,1.9,Diesel,yes,2006,Trafic ïàññ.,front
5599,Lexus,10800.0,sedan,183,3.3,Gas,yes,2003,ES 330,front
5600,Renault,11900.0,van,143,2.0,Diesel,yes,2009,Trafic ïàññ.,front
5601,Nissan,7900.0,crossover,218,2.5,Petrol,yes,2003,X-Trail,full
5602,VAZ,1999.0,hatch,100,1.45,Petrol,yes,2001,21093,front
5603,Mercedes-Benz,34999.0,other,85,5.5,Petrol,yes,2008,CL 55 AMG,rear
5604,Mercedes-Benz,70500.0,crossover,99,5.5,Petrol,yes,2009,G 55 AMG,full
5605,Mitsubishi,11500.0,crossover,170,3.0,Gas,yes,2005,Pajero Sport,full
5606,BMW,23500.0,crossover,180,4.8,Petrol,yes,2008,X5,full
5607,Hyundai,8900.0,crossover,160,2.0,Diesel,yes,2006,Santa FE,full
5608,Hyundai,13999.0,sedan,9,1.4,Diesel,yes,2014,i30,front
5609,Volkswagen,12300.0,hatch,62,1.4,Petrol,yes,2012,Polo,front
5610,Volkswagen,10500.0,van,170,1.6,Diesel,yes,2013,Caddy ãðóç.,front
5611,Ford,21500.0,other,175,6.0,Other,yes,2004,F-350,
5612,Skoda,7500.0,sedan,135,1.4,Petrol,yes,2010,Fabia,front
5613,Daewoo,5700.0,sedan,178,1.6,Gas,yes,2003,Nubira,front
5614,Renault,8250.0,van,66,1.5,Diesel,yes,2014,Kangoo ãðóç.,front
5615,Daewoo,3400.0,hatch,90,0.8,Petrol,yes,2006,Matiz,front
5616,Mazda,14200.0,crossover,107,2.3,Petrol,yes,2008,CX-7,full
5617,Ford,7000.0,van,137,1.8,Diesel,yes,2011,Transit Connect ãðóç.,front
5618,Peugeot,5900.0,hatch,190,,Gas,yes,2008,206,front
5619,Volkswagen,11500.0,van,210,2.0,Diesel,yes,2012,Caddy ãðóç.,front
5620,Volkswagen,2700.0,hatch,400,1.8,Gas,yes,1989,Golf II,front
5621,Hyundai,9000.0,crossover,170,2.0,Petrol,yes,2008,Tucson,front
5622,Toyota,9200.0,sedan,250,2.4,Gas,yes,2003,Camry,front
5623,Ford,3000.0,van,280,2.0,Diesel,yes,2004,Transit ïàññ.,front
5624,Skoda,8500.0,hatch,68,1.4,Petrol,yes,2012,Fabia,front
5625,Lexus,17000.0,sedan,157,3.0,Petrol,yes,2007,GS 300,rear
5626,Opel,9350.0,van,143,2.0,Other,yes,2011,Vivaro ãðóç.,front
5627,Mercedes-Benz,13200.0,other,196,2.2,Other,yes,2012,Sprinter 313 ãðóç.,
5628,Mitsubishi,6900.0,sedan,122,1.6,Petrol,yes,2008,Lancer,front
5629,Toyota,11500.0,van,161,2.5,Diesel,yes,2002,Hiace ïàññ.,rear
5630,Volkswagen,11800.0,van,218,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front
5631,BMW,21700.0,crossover,101,2.5,Gas,yes,2007,X3,full
5632,Nissan,7800.0,sedan,118,1.6,Petrol,yes,2008,TIIDA,
5633,Volkswagen,2300.0,vagon,200,1.9,Diesel,no,1999,Passat B5,front
5634,Mercedes-Benz,2200.0,sedan,168,2.0,Petrol,no,1994,E-Class,rear
5635,VAZ,950.0,sedan,76,1.3,Petrol,yes,1983,2105,rear
5636,Smart,3999.0,hatch,171,0.6,Petrol,yes,2002,Fortwo,rear
5637,Chevrolet,4500.0,sedan,104,1.5,Petrol,yes,2005,Aveo,front
5638,Mercedes-Benz,2900.0,other,248,2.0,Petrol,no,1999,CLK 200,rear
5639,BMW,15250.0,other,144,3.0,Petrol,yes,2004,530,rear
5640,BMW,10600.0,sedan,285,2.0,Diesel,yes,2007,520,
5641,Mazda,7200.0,sedan,152,1.6,Petrol,yes,2007,3,front
5642,Mercedes-Benz,11300.0,other,220,3.2,Diesel,yes,2003,E-Class,rear
5643,Mercedes-Benz,5500.0,sedan,440,2.0,Petrol,yes,1978,E-Class,rear
5644,BMW,26900.0,crossover,140,4.8,Petrol,yes,2009,X5,full
5645,Honda,4599.0,hatch,210,1.4,Gas,yes,1998,Civic,front
5646,Land Rover,96000.0,crossover,47,4.4,Diesel,yes,2013,Range Rover,full
5647,Nissan,19451.25,crossover,0,1.6,Petrol,yes,2016,Juke,front
5648,Volkswagen,14900.0,vagon,165,1.4,Petrol,yes,2013,Passat B7,front
5649,Renault,7700.0,sedan,100,1.6,Gas,yes,2008,Megane,front
5650,Honda,8900.0,sedan,124,1.8,Petrol,yes,2007,Civic,front
5651,Volkswagen,19000.0,vagon,185,2.0,Diesel,yes,2011,Passat B7,front
5652,Porsche,47900.0,crossover,140,4.8,Petrol,yes,2011,Cayenne,full
5653,Geely,4900.0,sedan,17,1.5,Petrol,yes,2013,CK-2,
5654,Mercedes-Benz,0.0,sedan,240,2.2,Diesel,yes,2001,E-Class,rear
5655,Subaru,8000.0,crossover,142,,Other,yes,2007,Forester,full
5656,Ford,5700.0,van,216,1.8,Diesel,yes,2010,Transit Connect ãðóç.,front
5657,Peugeot,7250.0,hatch,153,2.0,Gas,yes,2005,307,front
5658,Volkswagen,3200.0,sedan,367,2.0,Petrol,yes,1991,Passat B3,front
5659,Opel,2200.0,vagon,210,2.5,Diesel,no,2001,Omega,rear
5660,Nissan,16500.0,sedan,2,,Other,yes,2015,Leaf,front
5661,Mitsubishi,8400.0,crossover,100,3.2,Diesel,yes,2011,Pajero Wagon,full
5662,Ford,8950.0,sedan,86,1.6,Petrol,yes,2011,Focus,front
5663,Ford,12000.0,sedan,130,2.5,Gas,yes,2008,Mondeo,front
5664,Opel,0.0,van,160,1.4,Gas,yes,2009,Combo ïàññ.,front
5665,Geely,8499.0,sedan,46,1.5,Gas,yes,2013,Emgrand 7 (EC7),front
5666,VAZ,1300.0,sedan,100,1.6,Petrol,yes,1992,2107,rear
5667,Volkswagen,17900.0,crossover,130,3.6,Gas,yes,2007,Touareg,full
5668,VAZ,1100.0,sedan,98,1.5,Gas,yes,1982,2106,rear
5669,Skoda,0.0,vagon,320,1.9,Diesel,no,1999,Octavia,front
5670,Mercedes-Benz,7000.0,other,260,2.2,Diesel,yes,2000,Vito ïàññ.,front
5671,SsangYong,12900.0,crossover,159,2.7,Diesel,yes,2008,Rexton II,full
5672,Mercedes-Benz,15800.0,sedan,231,3.5,Gas,yes,2005,E-Class,rear
5673,Volkswagen,6000.0,van,460,1.9,Diesel,yes,1997,T4 (Transporter) ïàññ.,front
5674,Hyundai,17250.0,crossover,97,2.0,Gas,yes,2011,IX35,full
5675,BMW,57000.0,other,20,3.5,Petrol,yes,2013,X6,
5676,Chery,3000.0,sedan,140,1.6,Gas,yes,2008,Amulet,front
5677,Volkswagen,7800.0,van,352,2.5,Diesel,yes,2001,T4 (Transporter) ïàññ.,front
5678,VAZ,3550.0,sedan,152,1.6,Petrol,yes,2008,2170,front
5679,Skoda,6777.0,vagon,123,1.4,Petrol,yes,2007,Fabia,front
5680,Nissan,13990.0,sedan,73,2.5,Petrol,yes,2013,Teana,front
5681,Mitsubishi,2900.0,sedan,350,1.6,Petrol,yes,1994,Lancer,front
5682,Daewoo,4000.0,sedan,154,1.5,Gas,yes,2008,Lanos,front
5683,Honda,16200.0,sedan,90,2.4,Petrol,yes,2008,Accord,front
5684,Audi,2750.0,sedan,450,2.5,Diesel,no,1999,A6,front
5685,Opel,4000.0,sedan,144,2.2,Petrol,no,2004,Vectra C,front
5686,Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010,Passat B6,front
5687,BMW,10800.0,sedan,180,2.0,Petrol,yes,2002,318,rear
5688,Ford,10800.0,sedan,130,1.6,Petrol,yes,2011,Mondeo,front
5689,VAZ,3450.0,sedan,110,1.6,Petrol,yes,2008,21099,front
5690,Nissan,0.0,crossover,130,2.0,Petrol,yes,2007,Qashqai,full
5691,BMW,4300.0,sedan,240,2.5,Diesel,no,2002,525,rear
5692,Opel,1390.0,hatch,270,,Petrol,no,1997,Vectra B,front
5693,Nissan,18000.0,hatch,27,,Other,yes,2013,Leaf,front
5694,Renault,8000.0,van,189,1.9,Diesel,yes,2005,Trafic ïàññ.,front
5695,Mercedes-Benz,11700.0,hatch,103,1.5,Petrol,yes,2007,A 150,front
5696,Honda,14800.0,sedan,140,2.4,Petrol,yes,2008,Accord,front
5697,Kia,16200.0,crossover,137,2.0,Gas,yes,2012,Sportage,front
5698,Opel,1400.0,sedan,1,2.0,Petrol,yes,1988,Omega,rear
5699,Mercedes-Benz,9300.0,sedan,270,2.7,Diesel,yes,2001,E-Class,rear
5700,Renault,8200.0,vagon,180,1.6,Gas,yes,2010,Kangoo ïàññ.,front
5701,Hyundai,13950.0,sedan,67,1.8,Petrol,yes,2012,Elantra,front
5702,Skoda,9700.0,sedan,130,2.0,Diesel,yes,2009,Octavia A5,front
5703,Lexus,2800.0,sedan,227,2.0,Diesel,no,2000,IS 200,front
5704,VAZ,3100.0,hatch,198,1.6,Gas,yes,2005,2112,front
5705,Kia,11500.0,sedan,100,1.6,Gas,yes,2012,Rio,front
5706,Audi,10700.0,vagon,222,2.5,Diesel,yes,2005,A6,front
5707,Hyundai,6999.0,sedan,103,1.5,Diesel,yes,2008,Accent,front
5708,Toyota,25200.0,crossover,128,4.0,Gas,yes,2007,Land Cruiser Prado,full
5709,Nissan,3400.0,sedan,220,1.4,Gas,yes,1997,Almera,front
5710,Smart,3450.0,sedan,155,0.6,Petrol,yes,1999,Fortwo,rear
5711,BMW,42500.0,crossover,29,3.0,Petrol,yes,2011,X3,full
5712,Opel,9300.0,sedan,189,1.6,Petrol,yes,2011,Astra H,front
5713,Mercedes-Benz,12250.0,other,185,2.2,Diesel,yes,2012,Vito ãðóç.,rear
5714,BMW,38000.0,sedan,61,,Petrol,yes,2013,535,rear
5715,VAZ,1650.0,other,1,1.3,Gas,yes,1988,2105,rear
5716,Opel,2700.0,sedan,278,2.0,Gas,yes,1991,Omega,rear
5717,Jaguar,9800.0,sedan,240,3.0,Petrol,yes,2001,X-Type,full
5718,Toyota,11950.0,hatch,120,1.4,Petrol,yes,2013,Auris,front
5719,Volkswagen,9750.0,van,1,1.9,Diesel,yes,2004,T5 (Transporter) ïàññ.,
5720,Volkswagen,18900.0,hatch,56,2.0,Petrol,yes,2012,Golf GTI,front
5721,Volkswagen,14800.0,sedan,85,1.4,Petrol,yes,2013,Jetta,front
5722,Hyundai,10500.0,crossover,112,2.0,Petrol,yes,2008,Tucson,full
5723,Renault,8800.0,van,200,1.9,Diesel,yes,2005,Trafic ïàññ.,front
5724,Honda,11000.0,sedan,180,2.0,Petrol,yes,2006,Accord,front
5725,Chevrolet,6550.0,sedan,134,1.6,Gas,yes,2008,Aveo,front
5726,Fiat,3100.0,hatch,179,1.4,Gas,yes,1992,Tipo,front
5727,BMW,33500.0,sedan,65,2.0,Petrol,yes,2013,520,rear
5728,Land Rover,8900.0,crossover,295,4.6,Gas,yes,2000,Range Rover,full
5729,Subaru,6500.0,sedan,226,1.6,Gas,yes,2002,Impreza,full
5730,Chevrolet,5400.0,hatch,137,1.5,Petrol,yes,2006,Aveo,front
5731,VAZ,0.0,sedan,1,1.7,Gas,yes,1973,2106,rear
5732,Ford,8400.0,hatch,36,1.3,Petrol,yes,2012,Fiesta,front
5733,Volkswagen,15800.0,sedan,56,1.4,Other,yes,2013,Jetta,front
5734,Honda,15000.0,other,180,2.4,Petrol,yes,2008,Accord,front
5735,Renault,10200.0,van,183,2.0,Diesel,yes,2012,Trafic ãðóç.,front
5736,VAZ,1500.0,hatch,54,1.1,Gas,yes,1992,2108,front
5737,Chevrolet,3500.0,van,318,3.1,Petrol,yes,1994,Lumina,front
5738,VAZ,2900.0,hatch,188,,Gas,yes,2005,2114,front
5739,Volkswagen,8900.0,hatch,128,1.4,Petrol,yes,2010,Polo,front
5740,Volkswagen,18000.0,crossover,117,2.5,Diesel,yes,2006,Touareg,full
5741,ZAZ,1250.0,hatch,164,,Petrol,yes,2005,Òàâðèÿ-Íîâà,front
5742,Chery,3000.0,other,111,1.3,Gas,yes,2007,Jaggi,front
5743,Peugeot,10800.0,van,28,1.6,Diesel,yes,2014,Partner ãðóç.,front
5744,Lexus,22200.0,sedan,172,4.6,Petrol,yes,2008,LS 460,rear
5745,Mercedes-Benz,10500.0,sedan,266,5.0,Gas,yes,2004,S 500,rear
5746,VAZ,2800.0,sedan,130,85.0,Petrol,yes,2006,1118,
5747,Toyota,7000.0,crossover,150,2.0,Petrol,yes,2000,Rav 4,front
5748,Mazda,1100.0,sedan,200,2.0,Diesel,yes,1987,626,front
5749,Chevrolet,5800.0,vagon,129,1.8,Gas,yes,2007,Lacetti,front
5750,Mercedes-Benz,0.0,van,240,2.2,Diesel,yes,2007,Vito ïàññ.,rear
5751,Mercedes-Benz,49500.0,crossover,52,3.0,Diesel,yes,2013,ML 350,full
5752,Skoda,9300.0,sedan,140,1.5,Gas,yes,2007,Superb,front
5753,VAZ,3700.0,sedan,104,1.5,Gas,yes,2008,2115,front
5754,VAZ,1400.0,sedan,87,1.6,Petrol,yes,2002,2107,rear
5755,Seat,24000.0,hatch,50,1.8,Petrol,yes,2014,Leon,front
5756,Chevrolet,58500.0,other,1,2.0,Petrol,yes,2016,Camaro,rear
5757,Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011,Vito ãðóç.,rear
5758,Chevrolet,4999.0,crossover,62,1.7,Petrol,yes,2006,Niva,full
5759,Toyota,16500.0,crossover,328,4.2,Diesel,yes,1993,Land Cruiser 80,full
5760,Opel,3500.0,sedan,398,1.8,Gas,yes,1995,Vectra A,front
5761,Seat,7900.0,vagon,231,1.6,Petrol,yes,2005,Toledo,
5762,Daewoo,2650.0,sedan,175,1.5,Gas,yes,2007,Nexia,front
5763,Suzuki,12000.0,crossover,103,2.0,Gas,yes,2007,Grand Vitara,full
5764,BMW,32000.0,crossover,138,3.0,Petrol,yes,2009,X6,full
5765,Hyundai,10300.0,crossover,184,2.0,Gas,yes,2007,Tucson,full
5766,Skoda,6999.0,hatch,60,1.2,Petrol,yes,2011,Fabia,front
5767,Hyundai,7000.0,sedan,113,1.5,Diesel,yes,2008,Accent,front
5768,Mazda,12500.0,crossover,95,2.3,Gas,yes,2007,CX-7,full
5769,Mercedes-Benz,8700.0,other,280,,Diesel,yes,2001,Vito ïàññ.,front
5770,Hyundai,5100.0,hatch,110,1.4,Other,yes,2005,Getz,front
5771,Opel,2800.0,sedan,319,2.0,Petrol,yes,1989,Vectra A,front
5772,Toyota,10500.0,crossover,200,4.5,Gas,yes,1996,Land Cruiser 80,full
5773,Chrysler,12900.0,hatch,98,2.4,Gas,yes,2009,PT Cruiser,front
5774,Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001,Passat B5,front
5775,Hyundai,5400.0,hatch,133,1.4,Petrol,yes,2004,Getz,front
5776,Infiniti,15900.0,crossover,110,3.5,Gas,yes,2004,FX 35,full
5777,Mitsubishi,6990.0,crossover,225,2.5,Petrol,yes,1997,Pajero,full
5778,Audi,38500.0,vagon,75,2.0,Diesel,yes,2013,Q3,full
5779,VAZ,4800.0,sedan,52,1.6,Petrol,yes,2008,2170,front
5780,Subaru,6500.0,sedan,140,1.6,Gas,yes,2003,Impreza,full
5781,Audi,10500.0,vagon,198,4.2,Gas,yes,2005,A6 Allroad,full
5782,Volkswagen,4300.0,hatch,217,1.6,Gas,yes,1997,Golf III,front
5783,VAZ,0.0,sedan,198,1.5,Gas,yes,1999,21099,front
5784,Honda,15400.0,crossover,137,2.4,Gas,yes,2008,CR-V,full
5785,Nissan,9200.0,van,90,1.6,Gas,yes,2008,Note,front
5786,Mercedes-Benz,121500.0,sedan,22,3.0,Diesel,yes,2014,S 350,full
5787,Toyota,12800.0,sedan,203,,Petrol,yes,2005,Camry,front
5788,Mitsubishi,16000.0,vagon,174,3.2,Diesel,yes,2006,Pajero Wagon,full
5789,Skoda,10800.0,sedan,139,1.8,Petrol,yes,2008,Superb,front
5790,Mercedes-Benz,0.0,van,173,2.2,Diesel,yes,2011,Vito ãðóç.,rear
5791,Skoda,7500.0,hatch,205,1.8,Gas,yes,2007,Octavia Tour,front
5792,Volkswagen,34500.0,van,167,2.0,Diesel,yes,2013,Multivan,front
5793,BMW,8100.0,crossover,175,3.0,Gas,no,2005,X5,full
5794,BMW,14000.0,crossover,240,4.4,Gas,yes,2002,X5,full
5795,Fiat,8000.0,hatch,125,1.2,Petrol,yes,2010,500,front
5796,Mazda,6500.0,other,100,1.3,Petrol,yes,2005,RX-8,rear
5797,Chery,6000.0,hatch,85,1.6,Petrol,yes,2010,M11,front
5798,Mercedes-Benz,11299.0,van,1,2.2,Other,yes,2006,Vito ïàññ.,rear
5799,Mitsubishi,5999.0,van,258,,Diesel,yes,1999,L 400 ïàññ.,rear
5800,Citroen,5400.0,sedan,200,2.0,Petrol,yes,2002,C5,front
5801,Volkswagen,13300.95,sedan,0,1.6,Petrol,yes,2016,Polo,front
5802,Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016,Jetta,front
5803,Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,Polo,front
5804,Daewoo,4600.0,hatch,46,0.8,Petrol,yes,2014,Matiz,front
5805,Volkswagen,1950.0,hatch,94,1.1,Petrol,yes,1982,Golf II,front
5806,Volkswagen,17300.0,crossover,148,3.0,Diesel,yes,2007,Touareg,full
5807,Volkswagen,3000.0,vagon,250,1.9,Diesel,yes,1992,Passat B3,front
5808,BMW,18000.0,sedan,180,2.0,Other,no,2011,520,rear
5809,Daewoo,2199.0,sedan,230,10.0,Gas,yes,1997,Nexia,front
5810,Skoda,5500.0,sedan,215,8.0,Petrol,yes,2002,Octavia,front
5811,VAZ,6100.0,sedan,57,1.6,Petrol,yes,2013,2170,
5812,Renault,9500.0,van,189,2.0,Diesel,yes,2010,Trafic ãðóç.,front
5813,Volkswagen,6500.0,sedan,320,1.9,Diesel,yes,2001,Passat B5,front
5814,VAZ,3900.0,sedan,140,1.6,Gas,yes,2010,2115,front
5815,Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,Lancer X,front
5816,Kia,2500.0,sedan,180,1.5,Gas,yes,1994,Sephia,
5817,VAZ,3900.0,hatch,125,1.6,Gas,yes,2007,1119,front
5818,BMW,9500.0,sedan,315,2.5,Diesel,yes,2001,525,rear
5819,Ford,13500.0,sedan,98,2.3,Gas,yes,2010,Mondeo,front
5820,Volkswagen,9700.0,sedan,201,2.0,Petrol,yes,2007,Passat B6,front
5821,BMW,8200.0,sedan,238,3.0,Diesel,no,2004,730,rear
5822,BMW,71500.0,crossover,19,2.5,Diesel,yes,2015,X5,full
5823,Mazda,8900.0,sedan,138,1.6,Gas,yes,2007,3,front
5824,Nissan,8500.0,sedan,195,1.6,Petrol,yes,2006,Primera,front
5825,BMW,8999.0,other,160,1.8,Petrol,yes,1997,318,rear
5826,Peugeot,11596.65,sedan,0,1.2,Petrol,yes,2016,301,front
5827,Opel,3500.0,hatch,22,2.2,Diesel,no,2003,Vectra C,front
5828,Land Rover,46000.0,crossover,75,5.0,Petrol,yes,2012,Range Rover,full
5829,Mercedes-Benz,18500.0,crossover,1,3.5,Gas,yes,2006,ML 350,full
5830,Audi,2400.0,sedan,305,2.3,Gas,yes,1989,100,front
5831,Volkswagen,6400.0,van,305,,Diesel,yes,2004,Caddy ïàññ.,front
5832,Kia,10650.0,van,180,2.9,Diesel,yes,2008,Carnival,front
5833,Mercedes-Benz,9200.0,van,266,2.2,Diesel,yes,2008,Vito ãðóç.,rear
5834,ZAZ,950.0,sedan,35,1.1,Petrol,yes,1995,1102 Òàâðèÿ,front
5835,Acura,12900.0,sedan,126,3.5,Gas,yes,2006,RL,full
5836,Mazda,2950.0,sedan,297,1.5,Petrol,yes,1996,323,front
5837,Mercedes-Benz,12000.0,sedan,298,5.0,Petrol,yes,2004,S 500,full
5838,GAZ,1650.0,sedan,98,2.5,Gas,yes,1993,31029,
5839,Mitsubishi,6300.0,crossover,235,3.2,Diesel,no,2001,Pajero,full
5840,ZAZ,4000.0,sedan,75,1.3,Gas,yes,2011,Sens,front
5841,Skoda,12899.0,vagon,214,1.6,Diesel,yes,2010,Octavia A5,front
5842,Opel,9950.0,van,161,2.0,Diesel,yes,2013,Vivaro ãðóç.,front
5843,Mitsubishi,17000.0,crossover,89,3.8,Petrol,yes,2008,Pajero Wagon,full
5844,Mercedes-Benz,9000.0,crossover,220,3.2,Gas,yes,1999,ML 320,full
5845,Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000,Vito ïàññ.,front
5846,Lexus,47500.0,crossover,4,2.7,Petrol,yes,2015,RX 270,front
5847,VAZ,2700.0,crossover,1,1.7,Petrol,yes,1995,2121,full
5848,Ford,12226.5,vagon,91,1.6,Petrol,yes,2012,C-Max,front
5849,Mercedes-Benz,300000.0,other,37,5.0,Petrol,yes,2012,G 500,full
5850,Chevrolet,10140.585,sedan,136,1.8,Petrol,yes,2013,Cruze,front
5851,Toyota,12500.0,hatch,75,1.4,Diesel,yes,2012,Yaris,front
5852,VAZ,3100.0,hatch,160,1.6,Petrol,yes,2007,2112,front
5853,BMW,4900.0,sedan,295,2.0,Petrol,yes,1994,520,rear
5854,Mitsubishi,24500.0,crossover,11,2.5,Diesel,yes,2012,Pajero Sport,full
5855,Lexus,75000.0,sedan,78,4.6,Petrol,yes,2013,LS 460,full
5856,Lincoln,12500.0,crossover,270,5.4,Gas,yes,1998,Navigator,full
5857,Volkswagen,24800.0,sedan,2,1.6,Diesel,yes,2016,Jetta,front
5858,Daewoo,4700.0,other,78,1.5,Petrol,yes,2011,Lanos,front
5859,Mercedes-Benz,138000.0,crossover,0,3.0,Diesel,yes,2016,G 350,full
5860,Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004,Phaeton,full
5861,Hyundai,9900.0,vagon,159,1.6,Other,yes,2011,i30,front
5862,Mercedes-Benz,107000.0,van,0,2.2,Diesel,yes,2016,V 250,full
5863,VAZ,2900.0,crossover,115,1.7,Petrol,yes,1995,2121,full
5864,Mercedes-Benz,6900.0,van,200,2.3,Diesel,yes,1999,Vito ïàññ.,front
5865,Renault,14999.0,van,54,66.0,Other,yes,2012,Kangoo ïàññ.,front
5866,Mitsubishi,18000.0,crossover,112,3.0,Gas,yes,2008,Pajero Wagon,full
5867,Honda,17100.0,sedan,90,2.4,Petrol,yes,2010,Accord,front
5868,Toyota,14699.0,sedan,155,,Petrol,yes,2006,Camry,front
5869,Nissan,11000.0,hatch,8,1.4,Petrol,yes,2013,Note,front
5870,Renault,0.0,sedan,100,1.4,Petrol,yes,2009,Symbol,front
5871,Opel,1400.0,other,2,1.3,Petrol,yes,1986,Kadett,front
5872,Audi,12900.0,vagon,255,2.5,Diesel,yes,2005,A6 Allroad,full
5873,Skoda,8800.0,sedan,125,2.0,Petrol,yes,2008,Octavia A5,front
5874,BMW,28000.0,crossover,116,,Petrol,yes,2008,X5,full
5875,Volkswagen,12300.0,other,248,1.9,Diesel,yes,2010,T5 (Transporter) ïàññ.,front
5876,Lexus,45000.0,crossover,125,3.5,Petrol,yes,2013,RX 350,full
5877,Mercedes-Benz,9150.0,sedan,273,2.7,Diesel,yes,2000,E-Class,rear
5878,Audi,6200.0,vagon,316,2.6,Gas,yes,1997,A6,full
5879,VAZ,4600.0,vagon,111,1.6,Gas,yes,2012,2171,front
5880,Peugeot,7350.0,sedan,205,2.2,Gas,yes,2004,407,front
5881,Renault,2950.0,vagon,280,19.0,Diesel,yes,2000,Kangoo ãðóç.,front
5882,Audi,3250.0,sedan,285,,Gas,no,1996,A8,full
5883,Volkswagen,13900.0,vagon,122,1.4,Gas,yes,2013,Touran,front
5884,Ford,8900.0,vagon,260,1.8,Diesel,yes,2008,Focus,front
5885,VAZ,3900.0,hatch,97,1.6,Petrol,yes,2008,2112,front
5886,BMW,34500.0,sedan,45,2.0,Petrol,yes,2013,320,full
5887,Mercedes-Benz,11000.0,van,250,2.2,Diesel,yes,2005,Vito ïàññ.,rear
5888,Toyota,8400.0,sedan,195,2.4,Gas,yes,2004,Camry,front
5889,Ford,2200.0,sedan,200,3.0,Gas,yes,1993,Taurus,front
5890,Chevrolet,6100.0,sedan,205,1.8,Gas,yes,2005,Lacetti,front
5891,Volkswagen,10900.0,other,287,2.5,Other,yes,2004,T5 (Transporter) ïàññ.,front
5892,Nissan,11999.0,crossover,207,3.5,Petrol,yes,2006,Murano,full
5893,Lexus,48000.0,crossover,76,4.6,Gas,yes,2010,GX,full
5894,Nissan,8300.0,crossover,123,1.5,Diesel,no,2010,Qashqai,front
5895,Daewoo,3600.0,sedan,85,1.4,Petrol,yes,2007,Lanos,front
5896,VAZ,4650.0,sedan,68,1.4,Petrol,yes,2011,1118,front
5897,Daewoo,3800.0,sedan,197,1.5,Gas,yes,2003,Lanos,front
5898,Nissan,11900.0,crossover,193,2.0,Petrol,yes,2008,X-Trail,full
